Movie_id,Movie_Name,Storyline,Budget,Language,Revenue,Image,Rating,Genre1,Genre2,Genre3,Cast1,Cast2,Cast3
241,Firestarter,"For more than a decade, parents Andy and Vicky have been on the run, desperate to hide their daughter Charlie from a shadowy federal agency that wants to harness her unprecedented gift for creating fire into a weapon of mass destruction. Andy has taught Charlie how to defuse her power, which is triggered by anger or pain. But as Charlie turns 11, the fire becomes harder and harder to control. After an incident reveals the family's location, a mysterious operative is deployed to hunt down the family and seize Charlie once and for all. Charlie has other plans.",12000000,English,10593000,https://image.tmdb.org/t/p/w220_and_h330_face/2MTGip0nfahQ1jPQCZSfCsPBZes.jpg,63,Thriller,Fantasy,Horror,Ryan Kiera Armstrong,Zac Efron,Sydney Lemmon
242,Erax,Monstrous creatures leap from a magical storybook and unleash mayhem and mischief for Auntie Opal and her tween niece Nina in this spooky short film.,0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/7b0pFRFDSkhYyNRKZjll5MqS3sh.jpg,50,Mystery,Family,unknown,Jasmine Cephas Jones,Genesis White,Lance Gross
243,Caged Birds,Barbara Hug is a young radical lawyer fighting Switzerland's antiquated prison system in the 1980s. Walter Stürm is in and often escaping out of jail becoming known as the Jailbreak King. When the two meet an unlikely alliance is formed.,0,German,0,https://image.tmdb.org/t/p/w220_and_h330_face/3g1OOH9vXp8CUW61Wo1ispMJOwx.jpg,60,Drama,Crime,unknown,Joel Basman,Jella Haase,Anatole Taubman
244,Gone Mom: The Disappearance of Jennifer Dulos,"Jennifer Dulos, the wealthy, Connecticut mother-of-five who mysteriously vanished.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/mzTNGnLG6LTHmrqrY0IADHDuyOJ.jpg,77,TV Movie,Thriller,Crime,Annabeth Gish,Warren Christie,Laura Harris
245,Sator,"Secluded in a desolate forest, a broken family is observed by Sator, a supernatural entity who is attempting to claim them.",0,English,130023,https://image.tmdb.org/t/p/w220_and_h330_face/p0OgWKpcRYboZOmuozorfvQt0qL.jpg,54,Horror,unknown,unknown,Michael Daniel,Rachel Johnson,Aurora Lowe
246,The Twilight Saga: Eclipse,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",68000000,English,698491347,https://image.tmdb.org/t/p/w220_and_h330_face/3mFM80dPzSqoXXuC2UMvLIRWX32.jpg,62,Adventure,Fantasy,Drama,Kristen Stewart,Robert Pattinson,Taylor Lautner
247,Without Saying Goodbye,The opposite lives of a workaholic architect and a fiery artist are upended when their chance encounter in breathtaking Peru shifts their views on life.,0,Spanish,0,https://image.tmdb.org/t/p/w220_and_h330_face/11SOeFmUEHahuyMOxxT1wdJ3iJs.jpg,68,Comedy,Romance,unknown,Stephanie Cayo,Maxi Iglesias,Wendy Ramos
248,Amina,"In 16th-century Zazzau, now Zaria, Nigeria, Amina must utilize her military skills and tactics to defend her family's kingdom. Based on a true story.",250000,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/hMIQiwLpBfTfe3ZbRlNx4225Mgg.jpg,65,War,History,Drama,Lucy Ameh,Ali Nuhu,Clarion Chukwurah-Abiola
249,Iron Man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",200000000,English,623933331,https://image.tmdb.org/t/p/w220_and_h330_face/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,68,Adventure,Action,Science Fiction,Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle
250,Fly Me Away,"Thomas, a blasé young man, spends his nights in clubs and his days in bed. Until his father, Dr. Reinhard, fed up with his son’s escapades, cuts him off completely and forces him to take care of one of his young patients. Mar- cus, 12, was born with a serious congenital disorder. He lives with his mother in the poor suburbs of Paris and spends his days either at the hospital or in a center for sick children. This encounter will disrupt their lives and change them both, profoundly and forever.",0,French,0,https://image.tmdb.org/t/p/w220_and_h330_face/Aviebr72gvK9I73m68Go3K4hq1r.jpg,69,Comedy,Drama,unknown,Victor Belmondo,Gérard Lanvin,Yoann Eloundou Noah
251,Ava,"Ava, 13, is spending the summer on the Atlantic coast when she learns that she will lose her sight sooner than expected. Her mother decides to act as if everything were normal so as to spend their best summer ever. Ava confronts the problem in her own way. She steals a big black dog that belongs to a young man on the run...",3000000,French,500000,https://image.tmdb.org/t/p/w220_and_h330_face/cUI1PFsrQVJR3IZOpkfsOOOUhTO.jpg,60,Drama,unknown,unknown,Noée Abita,Juan Cano,Laure Calamy
252,The Sadness,"A young couple is pushed to the limits of sanity as they attempt to be reunited amid the chaos of a pandemic outbreak. The streets erupt into violence and depravity, as those infected are driven to enact the most cruel and ghastly things imaginable.",0,Chinese,0,https://image.tmdb.org/t/p/w220_and_h330_face/mi5lh2brPMzuWYddyUKuCtcnjt1.jpg,66,Horror,Action,unknown,Berant Zhu,Regina Lei,Ying-Ru Chen
253,AI Love You,"A modern love story set in the near future where an AI building is powered by human feelings. Due to a software glitch, it falls in love with a real girl, escapes the building into the body of a real man, and tries to win her affections.",0,Thai,0,https://image.tmdb.org/t/p/w220_and_h330_face/sBiJOvHCSWORnFpc4yItflIkdTi.jpg,55,Comedy,Romance,Science Fiction,Mario Maurer,Pimchanok Leuwisetpaiboon,Michael S. New
254,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",175000000,English,880166924,https://image.tmdb.org/t/p/w220_and_h330_face/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,74,Action,Adventure,Science Fiction,Tom Holland,Michael Keaton,Robert Downey Jr.
255,The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",13000000,English,319494638,https://image.tmdb.org/t/p/w220_and_h330_face/wVYREutTvI2tmxr6ujrHT704wGF.jpg,75,Horror,Thriller,unknown,Vera Farmiga,Patrick Wilson,Lili Taylor
256,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",100000000,English,392000000,https://image.tmdb.org/t/p/w220_and_h330_face/pWHf4khOloNVfCxscsXFj3jj6gP.jpg,80,Crime,Drama,Comedy,Leonardo DiCaprio,Jonah Hill,Margot Robbie
257,Un Rabón Con Corazón,We don't have an overview translated in English. Help us expand our database by adding one.,0,Spanish,0,https://image.tmdb.org/t/p/w220_and_h330_face/em2LVkDDRcNWLexiQDs5JKGfT0x.jpg,66,Comedy,unknown,unknown,Andrés Castañeda,Lina Tejeiro,Álvaro Bayona
258,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",125000000,English,1341511219,https://image.tmdb.org/t/p/w220_and_h330_face/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,81,Fantasy,Adventure,unknown,Daniel Radcliffe,Rupert Grint,Emma Watson
259,Halo Legends,The universe of the Halo video game series is expanded in seven short animated films from Japan's greatest anime directors and studios.,0,English,11000000,https://image.tmdb.org/t/p/w220_and_h330_face/cO3iAp2pPNdWE9eqS4pTEY5HghY.jpg,74,Animation,War,Drama,Luci Christian,David Wald,Emily Neves
260,It Chapter Two,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",79000000,English,473122525,https://image.tmdb.org/t/p/w220_and_h330_face/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,69,Horror,Fantasy,unknown,Bill Skarsgård,James McAvoy,Jessica Chastain
261,Seal Team,"After his best friend is killed in a shark attack, Quinn, a lovable yet tenacious seal assembles a SEAL TEAM to fight back against a gang of sharks overtaking the neighborhood. But this merry band of international seals are not at all trained for such a mission. They seek the help of a much more skillful combatant, Claggart, but even his tricks and flips can’t whip these guys into shape. However, with a little bit of ingenuity, intelligence and a lot of heart, our SEAL TEAM may actually be able to bring peace back to their undersea community.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/5tGjQrYrPCbcwMCbptXTR7fUhL5.jpg,71,Animation,Family,Comedy,Jessie T. Usher,J.K. Simmons,Matthew Rhys
262,Jackass 4.5,"Through outrageous, never-before-seen footage, witness the making of the Jackass crew's last go at wild stunts.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/kewHZSdRyOWaLwVwhmoMhjp40Lz.jpg,67,Comedy,Documentary,Action,Johnny Knoxville,Steve-O,Chris Pontius
263,Pokemon the Movie: Mewtwo Strikes Back - Evolution,"After accepting an invitation from a mysterious trainer, Ash, Misty and Brock meet Mewtwo, an artificially created Pokémon who wants to do battle.",0,Japanese,26654184,https://image.tmdb.org/t/p/w220_and_h330_face/xlO50h3EX1w99KGztTzsjQBwPfs.jpg,67,Animation,Adventure,Fantasy,Rica Matsumoto,Ikue Otani,Mayumi Iizuka
264,"Monsters, Inc.","James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",115000000,English,579707738,https://image.tmdb.org/t/p/w220_and_h330_face/sgheSKxZkttIe8ONsf2sWXPgip3.jpg,78,Animation,Comedy,Family,John Goodman,Billy Crystal,Mary Gibbs
265,Big Hero 6,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",165000000,English,657827828,https://image.tmdb.org/t/p/w220_and_h330_face/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,77,Adventure,Family,Animation,Scott Adsit,Ryan Potter,Daniel Henney
267,Better Nate Than Ever,"13-year-old Nate Foster has big Broadway dreams but there’s only one problem — he can’t even land a part in the school play. When his parents leave town, Nate and his best friend Libby sneak off to the Big Apple for a once-in-a-lifetime opportunity to prove everyone wrong. A chance encounter with Nate’s long-lost Aunt Heidi turns his journey upside-down, and together they must learn that life’s greatest adventures are only as big as your dreams.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/55gkFbie2Nbudo21rDpi6zG0XvC.jpg,67,Music,Family,Comedy,Rueby Wood,Lisa Kudrow,Joshua Bassett
268,The Hunt,"Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",14000000,English,8621288,https://image.tmdb.org/t/p/w220_and_h330_face/wxPhn4ef1EAo5njxwBkAEVrlJJG.jpg,67,Action,Thriller,Horror,Betty Gilpin,Hilary Swank,Ethan Suplee
269,"The Simpsons: The Good, the Bart, and the Loki",Loki is banished from Asgard once again and must face his toughest opponents yet: the Simpsons and Springfield’s mightiest heroes. The God of Mischief teams up with Bart Simpson in the ultimate crossover event paying tribute to the Marvel Cinematic Universe of superheroes and villains.,0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/rtMdtzywcAGOrF6t8fbxJBqpdcq.jpg,75,Animation,Comedy,Family,Tom Hiddleston,Dan Castellaneta,Nancy Cartwright
270,Dragon Ball Z: Battle of Gods,"The events of Battle of Gods take place some years after the battle with Majin Buu, which determined the fate of the entire universe. After awakening from a long slumber, Beerus, the God of Destruction is visited by Whis, his attendant and learns that the galactic overlord Frieza has been defeated by a Super Saiyan from the North Quadrant of the universe named Goku, who is also a former student of the North Kai. Ecstatic over the new challenge, Goku ignores King Kai's advice and battles Beerus, but he is easily overwhelmed and defeated. Beerus leaves, but his eerie remark of Is there nobody on Earth more worthy to destroy?"" lingers on. Now it is up to the heroes to stop the God of Destruction before all is lost.""",0,Japanese,50461371,https://image.tmdb.org/t/p/w220_and_h330_face/nxZEdYcHMuD8SSuwusDnK9CD2H1.jpg,68,Animation,Action,Science Fiction,Masako Nozawa,Koichi Yamadera,Masakazu Morita
271,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,"It is not strange that the Demon Lord's forces fear the Crimson Demons, the clan from which Megumin and Yunyun originate. Even if the Demon Lord's generals attack their village, the Crimson Demons can just easily brush them off with their supreme mastery of advanced and overpowered magic.  When Yunyun receives a seemingly serious letter regarding a potential disaster coming to her hometown, she immediately informs Kazuma Satou and the rest of his party. After a series of wacky misunderstandings, it turns out to be a mere prank by her fellow demon who wants to be an author. Even so, Megumin becomes worried about her family and sets out toward the Crimson Demons' village with the gang.  There, Kazuma and the others decide to sightsee the wonders of Megumin's birthplace. However, they soon come to realize that the nonsense threat they received might have been more than just a joke.",0,Japanese,0,https://image.tmdb.org/t/p/w220_and_h330_face/j73LuQcA21KvkVFcroWWMN8tTJv.jpg,83,Animation,Adventure,Comedy,Jun Fukushima,Rie Takahashi,Sora Amamiya
272,Battle: Freestyle,Amalie and Mikael lead their street dance team to the finals in France but tough competition and personal distractions threaten to ruin their dreams.,0,Norwegian,0,https://image.tmdb.org/t/p/w220_and_h330_face/6D6QumiHEhnpZG12Ibjy2BxA6n4.jpg,51,Romance,Drama,unknown,Lisa Teige,Fabian Svegaard Tapia,Ellen Dorrit Petersen
273,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",250000000,English,954305868,https://image.tmdb.org/t/p/w220_and_h330_face/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,78,Adventure,Fantasy,unknown,Daniel Radcliffe,Rupert Grint,Emma Watson
274,After We Collided,Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.,0,English,42000000,https://image.tmdb.org/t/p/w220_and_h330_face/kiX7UYfOpYrMFSAGbI6j1pFkLzQ.jpg,73,Romance,Drama,unknown,Josephine Langford,Hero Fiennes Tiffin,Dylan Sprouse
275,Digimon Adventure: Last Evolution Kizuna,"Tai is now a university student, living alone, working hard at school, and working every day, but with his future still undecided. Meanwhile, Matt and others continue to work on Digimon incidents and activities that help people with their partner Digimon. When an unprecedented phenomenon occurs, the DigiDestined discover that when they grow up, their relationship with their partner Digimon will come closer to an end.  As a countdown timer activates on the Digivice, they realize that the more they fight with their partner Digimon, the faster their bond breaks. Will they fight for others and lose their partner? The time to choose and decide is approaching fast. There is a short time before “chosen children” will become adults. This is the last adventure of Tai and Agumon.",0,Japanese,24200000,https://image.tmdb.org/t/p/w220_and_h330_face/z3l5iwWQLxcInVnNkC8k8hxqZ60.jpg,80,Animation,Action,Thriller,Natsuki Hanae,Mao Ichimichi,Suzuko Mimori
276,The Pirates: The Last Royal Treasure,"A gutsy crew of Joseon pirates and bandits battle stormy waters, puzzling clues and militant rivals in search of royal gold lost at sea.",19597380,Korean,10247262,https://image.tmdb.org/t/p/w220_and_h330_face/50UQeTrUM7ErXzkvqCsV6EXcM3g.jpg,67,Action,Adventure,Comedy,Kang Ha-neul,Han Hyo-joo,Lee Kwang-soo
278,Roald Dahl's The Witches,"In late 1967, a young orphaned boy goes to live with his loving grandma in the rural Alabama town of Demopolis. As the boy and his grandmother encounter some deceptively glamorous but thoroughly diabolical witches, she wisely whisks him away to a seaside resort. Regrettably, they arrive at precisely the same time that the world's Grand High Witch has gathered.",0,English,26900000,https://image.tmdb.org/t/p/w220_and_h330_face/ht6EfsM5hrsUPSR4ReJQFDVU71F.jpg,65,Family,Fantasy,Adventure,Anne Hathaway,Octavia Spencer,Stanley Tucci
279,The Lion King,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",45000000,English,763455561,https://image.tmdb.org/t/p/w220_and_h330_face/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,83,Family,Animation,Drama,Matthew Broderick,James Earl Jones,Jeremy Irons
280,After Ever Happy,"The fourth installment in The After Universe. As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/vWLyXOFm1C3gnS8ksfqi7gwkijn.jpg,0,Romance,unknown,unknown,Josephine Langford,Hero Fiennes Tiffin,Chance Perdomo
281,Far From the Tree,"On an idyllic beach in the Pacific Northwest, curiosity gets the better of a young raccoon whose frustrated parent attempts to keep them both safe.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/39oaQUS0KxyXL6KYJ2o2u03PpHz.jpg,81,Animation,Family,unknown,unknown,unknown,unknown
282,Swim,"A family gets trapped in their storm flooded vacation rental, tries to escape from a hungry shark that made it's way into the house.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/pBSqH6avxduNAnXhyIkcAfcUMJ0.jpg,70,Horror,Action,unknown,Rib Hillis,Jennifer Field,Addison Bowman
283,Pokémon Detective Pikachu,"In a world where people collect pocket-size monsters (Pokémon) to do battle, a boy comes across an intelligent monster who seeks to be a detective.",150000000,English,433005346,https://image.tmdb.org/t/p/w220_and_h330_face/wgQ7APnFpf1TuviKHXeEe3KnsTV.jpg,70,Action,Adventure,Fantasy,Justice Smith,Ryan Reynolds,Kathryn Newton
284,Spirit Untamed,Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,30000000,English,17635215,https://image.tmdb.org/t/p/w220_and_h330_face/q4WaFHk9Vp1poc88X1szwFRtYc5.jpg,75,Animation,Adventure,Family,Isabela Merced,Jake Gyllenhaal,Julianne Moore
285,Spider-Man: Far From Home,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",160000000,English,1131927996,https://image.tmdb.org/t/p/w220_and_h330_face/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg,75,Action,Adventure,Science Fiction,Tom Holland,Samuel L. Jackson,Jake Gyllenhaal
286,Encounter,"A decorated Marine goes on a rescue mission to save his two young sons from an unhuman threat. As their journey takes them in increasingly dangerous directions, the boys will need to leave their childhoods behind.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/tUkY0WxffPZ9PoyC62PIyyUMGnt.jpg,65,Adventure,Drama,unknown,Riz Ahmed,Octavia Spencer,Lucian-River Mirage Chauhan
287,The Valet,"World famous movie star Olivia faces a PR disaster when a paparazzi snaps a photo of her with her married lover, Vincent. The hard-working valet Antonio accidentally appears in the same photo and is enlisted to pose as Olivia’s new boyfriend as a cover-up. This ruse with Olivia thrusts Antonio into the spotlight and unexpected chaos.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/q7FmdJHKMLIC4XgWfcFRIu2iVdL.jpg,79,Comedy,unknown,unknown,Eugenio Derbez,Samara Weaving,Ravi Patel
288,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",60000000,English,487853320,https://image.tmdb.org/t/p/w220_and_h330_face/dyhaB19AICF7TO7CK2aD6KfymnQ.jpg,77,Animation,Comedy,Fantasy,Mike Myers,Eddie Murphy,Cameron Diaz
289,Thor: Ragnarok,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",180000000,English,853977126,https://image.tmdb.org/t/p/w220_and_h330_face/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,76,Action,Adventure,Fantasy,Chris Hemsworth,Tom Hiddleston,Cate Blanchett
290,Project X,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",12000000,English,102731865,https://image.tmdb.org/t/p/w220_and_h330_face/lUPDGT3lyRrq8SvWuNWG2DP64bR.jpg,68,Comedy,unknown,unknown,Thomas Mann,Oliver Cooper,Jonathan Daniel Brown
291,After,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",14000000,English,69497587,https://image.tmdb.org/t/p/w220_and_h330_face/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg,72,Romance,Drama,unknown,Josephine Langford,Hero Fiennes Tiffin,Shane Paul McGhie
292,The Mystery of Marilyn Monroe: The Unheard Tapes,This documentary explores the mystery surrounding the death of movie icon Marilyn Monroe through previously unheard interviews with her inner circle.,0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/lDbucWgDqo0Huyenjo3l3rjqm0C.jpg,63,Documentary,unknown,unknown,Marilyn Monroe,Robert F. Kennedy,John F. Kennedy
293,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",250000000,English,1153296293,https://image.tmdb.org/t/p/w220_and_h330_face/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,74,Adventure,Action,Science Fiction,Chris Evans,Robert Downey Jr.,Scarlett Johansson
295,The Happening,"When a deadly airborne virus threatens to wipe out the northeastern United States, teacher Elliott Moore and his wife Alma flee from contaminated cities into the countryside in a fight to discover the truth. Is it terrorism, the accidental release of some toxic military bio weapon -- or something even more sinister?",60000000,English,163403799,https://image.tmdb.org/t/p/w220_and_h330_face/v1Cw6WaCjNqInpAzUwbXB4LGgoX.jpg,53,Thriller,Science Fiction,unknown,Mark Wahlberg,Zooey Deschanel,John Leguizamo
296,Sinkhole,"The average citizen Dong-won and his family move into a house bought after years of hard work. Filled with happiness, he invites his colleagues for a housewarming party, but the heavy rain during the night before creates a gigantic sinkhole, and in a mere minute, it swallows up the whole house and the people inside. Hundreds of meters down the hole, Dong-won, his neighbor Man-su, and the unfortunate guests must find their way out. Rain starts to pour down, filling the sinkhole with water, and they’re running out of time.",15,Korean,17,https://image.tmdb.org/t/p/w220_and_h330_face/alBxLvZ5LkDRJPw4TX1PgkWLE8a.jpg,71,Comedy,Drama,unknown,Cha Seung-won,Kim Sung-kyun,Lee Kwang-soo
297,Major Grom: Plague Doctor,"Igor Grom is a skilled policeman from St. Petersburg, known for his daring nature and uncompromising attitude towards the criminals of all kinds. Incredible strength, analytical mind and integrity – these qualities make Major Grom the perfect policeman. Working tirelessly, he always pushes through, and meets the challenges standing in the way.",5000000,Russian,4493306,https://image.tmdb.org/t/p/w220_and_h330_face/wnesEmcq7xdw1Rm1Bn6XEFTkenR.jpg,67,Action,Adventure,unknown,Tikhon Zhiznevsky,Lyubov Aksyonova,Aleksey Maklakov
298,Ice Age,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",59000000,English,383257136,https://image.tmdb.org/t/p/w220_and_h330_face/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg,73,Animation,Comedy,Family,Ray Romano,John Leguizamo,Denis Leary
299,Ted,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",50000000,English,549368315,https://image.tmdb.org/t/p/w220_and_h330_face/osJNr64CNyGhCzdlg6oHt3a6vNA.jpg,64,Comedy,Fantasy,unknown,Mark Wahlberg,Mila Kunis,Seth MacFarlane
300,Moonshot,"In a future where Mars is terraformed and colonized by the best humanity has to offer, two very different college students wind up joining forces and sneak onboard a space shuttle to the red planet in order to be united with their significant others.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/thqgzBPEDYQX0taszVus5nYMtTZ.jpg,72,Comedy,Romance,Science Fiction,Cole Sprouse,Lana Condor,Mason Gooding
301,Crazy About Work,"Alicia is a workaholic executive who suddenly loses her job and her family. In her process of rebuilding, she associates with a neighbor and helps her in her business. This is how she manages to be the most successful businesswoman in the country. During this process, she tries to reconquer her husband, only to realize that in order to return with him, she will have to learn to balance work and family life.",0,Spanish,0,https://image.tmdb.org/t/p/w220_and_h330_face/iPS4ju4Po7n7RIpR4yRMSw3k8oG.jpg,79,Comedy,unknown,unknown,Bárbara de Regil,Marianna Burelli,Alberto Guerra
302,Catwoman: Hunted,"Catwoman's attempt to steal a priceless jewel puts her squarely in the crosshairs of both a powerful consortium of villains and the ever-resourceful Interpol, not to mention Batwoman.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/iu01cvxs3eLQzra3YNF1pbpXIZa.jpg,60,Animation,Action,Crime,Elizabeth Gillies,Stephanie Beatriz,Jonathan Banks
303,Wish Dragon,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,0,English,25860000,https://image.tmdb.org/t/p/w220_and_h330_face/lnPf6hzANL6pVQTxUlsNYSuhT5l.jpg,81,Animation,Family,Comedy,Jimmy Wong,John Cho,Constance Wu
304,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",90000000,English,497366869,https://image.tmdb.org/t/p/w220_and_h330_face/eVGu0zsezaSCuN67zgNhzjeNI9Z.jpg,76,Animation,Comedy,Family,Tom Hanks,Tim Allen,Joan Cusack
306,Goblin Slayer: Goblin's Crown,"Goblin Slayer and his party head up to the snowy mountains in the north after receiving that request from the Sword Maiden to find any information on the Noble Fencer that disappeared after leaving to slay some goblins. A small village gets attacked, they encounter a mysterious chapel, and something about how these goblins are acting bothers the Goblin slayer.  In order to save the captured Noble Fencer, the Goblin Slayer and his party head to an ancient fortress covered in snow to face off with a powerful foe and a horde of goblins!",0,Japanese,0,https://image.tmdb.org/t/p/w220_and_h330_face/oyDaF4za9C9GxfYSyZUmj2aZGJT.jpg,76,Animation,Adventure,Action,Sumire Uesaka,Yuuichirou Umehara,Yui Ogura
307,Time Is Up,"Vivien, an accomplished student with a passion for physics, and Roy, a troubled young man, are involved in an accident that forces them to reclaim their lives one minute at the time.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/dxWHyMY4HoXH8LiEhYlga2OtK5B.jpg,63,Romance,Drama,unknown,Bella Thorne,Benjamin Mascolo,Sebastiano Pigazzi
308,The Fate of the Furious,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",250000000,English,1238764765,https://image.tmdb.org/t/p/w220_and_h330_face/dImWM7GJqryWJO9LHa3XQ8DD5NH.jpg,69,Action,Crime,Thriller,Vin Diesel,Jason Statham,Dwayne Johnson
